,Unnamed: 0,filename,window,lib,Label
187,481,54df0a07a0e113dd95be962e2490616c00e5c99c7a80f6f119c51994bee6b242.png,2003,Die02,Lift-off noir
1214,3759,734c465730553517c612dcf1210637f9d08f581e6753d3839e3d61e3aaf67ba8.png,2005,Die01,Lift-off blanc
480,1424,1104a7b83015f00ad486ddd409d15865a3dbed9465ff794a6f33566957de75c8.png,2003,Die01,GOOD
874,2625,6a8cc5a08354b54428b1902e9179e16cce41d85447b4fb8c276bdf92461cb3b2.png,2005,Die04,GOOD
797,2488,19df7cfebf9292abda21bda9fab7bdeee1acc0901a3b96a14247778c2055c8ac.png,2005,Die04,GOOD
503,1489,23d426b77091083ca9da60c71d450f3ddf8fc8bcdb9ae182b43c160c6d432955.png,2005,Die01,GOOD
477,1404,07678bb591ac5170ea7b21573e1a49141d45313e5b9b83aa01316ea7462b0933.png,2003,Die01,GOOD
331,1076,235f09792158cf8e6c39009a72fa6c2e153ad5a34d3295f30fb4b65909cf63e1.png,2003,Die04,GOOD
822,2525,3748cb42b05073ba86fc0109373cd618540fdacb66887eda99a58823bc5aad48.png,2005,Die04,GOOD
562,1696,ba4520289ce01436d7c7c7702179e73957ec8713ee7edeeedb96ba493c0c4f43.png,2005,Die01,GOOD
589,1786,faf47a8a0c014c9c9cbc6e749739db61eb5c738d9b78a5fab357659707026e64.png,2005,Die01,GOOD
1845,4904,8446c7ce6e629269ade99c7e0e5755493ec0504a4ce2882b0fcf3f95599f47df.png,2003,Die03,Missing
1081,3120,145e46f042f42f07ecaf65f39bf598d5cd528d11fea90c5d0203de88a4d5fcb8.png,2003,Die02,Lift-off blanc
1084,3148,434d5b8e7d1247c78e51be87f115f37cfbb32335800afb54344e94b766e3a4f7.png,2003,Die02,Short circuit MOS
1654,6488,fad4bb5f255bbd032ffceff9a585e70918c0edfdd0062b1f055716e3ff6b2622.png,2005,Die02,GOOD
923,2715,abf0292610a2ef9817329b72bdd08607ada7c4ca57b16a4e232d60f351e30bea.png,2005,Die04,GOOD
1961,5610,cbf1dcf1a59e958591bdcc725af72a3540326af9f1efd109b0abca4ff783b21e.png,2003,Die01,Missing
598,1813,059a001e3ffe325137def08b187cc3efbb7ef075830e5e81303fb527c172424d.png,2005,Die02,GOOD
1844,4727,fa245dd969f63ca3fa5c736e70feb7d50c8976c1937bffa670579452da4a00c2.png,2003,Die02,Missing
1341,4285,ffde77ec61d3bd30ed52ffb0a4f38c2c182fc8b8ebc9529e5f1b07342d10b39d.png,2005,Die03,Lift-off noir
935,2737,b59a930c4a8be31ee449cc892c9f3a6e9473f4f8557efd9aa3b657f4da3e195c.png,2005,Die04,GOOD
266,772,2a825f2331b20da0f33c409a6676c17fbb0bdf652d98dba33141ea3e79e50fd2.png,2003,Die03,Lift-off blanc
523,1562,531a9cf5c63b2ccbea392927af8cd907684af608b440f2d20176fca68a19db4c.png,2005,Die01,GOOD
312,1021,01200ce8bc65f7a545fc90f1d242218f0c0c8250c42931d09ffc2738631d6b77.png,2003,Die04,Lift-off blanc
1964,5535,8c6f290c138eb7694564be8e805d85f76de2b9e973f531d4612010c92ed040e4.png,2003,Die01,Missing
567,1717,cc1316996ce5a5e95907bb492ccec158b92a4ce5d14df5226fc786dde9e9dc0b.png,2005,Die01,GOOD
138,338,e591ae3c0b1c175bf46434cafbced9dc1edb0307c579becc3bc0aa3415c4d8f8.png,2003,Die01,GOOD
1366,4436,e0e4a321334234778352429c26091323849cd8a58e8319d6b72f0625c25a7e57.png,2005,Die04,Short circuit MOS
1628,6400,c95ca6904d661089ad956d0adb58c3af64f7168e96f5c772afb5810d59cbb801.png,2005,Die02,Lift-off blanc
1913,4291,0c76818f0a48b8cdc54c08a32b6c96b3df1965f76769377d715842ddd384ad4f.png,2005,Die04,Missing
2044,5694,0be98432ccf2f39173136004d2b370c567d25e263c49da8f9d84d080e5a568e3.png,2003,Die02,Missing
1138,3399,90c88705fdf2b071709738a3d45b4b2def169e48e46c369fb7c8dd5eacf2498e.png,2003,Die03,Lift-off blanc
1519,5865,5c8604b0579b7beabce794da72d9dc093c1e27ef155a21a2435ec04d2b11650a.png,2005,Die01,GOOD
453,1359,ece63ffb27427bb596c383366322fd717afd3922c0a878870d752a5d8cfe67b0.png,2003,Die04,Lift-off blanc
1202,3716,30e160bf29d9e65e55f9a97fe06eff6060cd9b7b4c2e3d47bec3d841a6a0be47.png,2005,Die01,Short circuit MOS
1289,4110,33968ec545bf733531b0d5bda40f732fd6c52fa0cd5635d94491ae15388f402d.png,2005,Die03,GOOD
1476,5503,738e1e01d3fa5cdf018c15552f3a70c80bf0bea2cf305c7453a0746ae34010c7.png,2003,Die01,GOOD
365,1159,5ca81e90ebddec86f92aa275705bfeef43621e04ff302144ad7568e4e2a00910.png,2003,Die04,Lift-off blanc
905,2682,938fa0c419e83e01dfe1972553acac808208951f81fa936cd7a3dbbbb4e56088.png,2005,Die04,GOOD
2070,7388,b1e358514e39fb390b7e75acae150416d446e7004680a8514f2b1756843161f3.png,2005,Die02,Missing
1563,6176,412842833accc180777bda90f5eb477c0f2826819dd712bddbea83572b21536e.png,2005,Die02,GOOD
666,1991,800b9e0dad935841df315f820361feb052cd8e275fb4d39a9f95ba974efa5083.png,2005,Die02,GOOD
1107,3285,fe81a2731c1c722964177ada20e9a4842df3ef80db2667546a7bc8329a810441.png,2003,Die02,Lift-off blanc
429,1296,c056d4baab30e67dd69285df00bee1948c570d3e8276837bdf6fa14c39356f96.png,2003,Die04,GOOD
1887,2239,3da0e2b9cac2b875f9bfb4464cce83a89fb4df1666958e11b8f70253b5435044.png,2005,Die03,Missing
1395,4611,a70f658207bbdfbd66f3149f41bee40906e2d3e7f7840d5a1167153132ae41d1.png,2003,Die02,Lift-off noir
1906,4448,f226d128764bd2978d3ae245ad2e7f732ba4da78dd89530b0ff18555433babee.png,2005,Die04,Missing
1681,6795,ed72fee802ac1d3a1301cd6a719353c92ef9ede612335e72a728438a5a33af20.png,2005,Die03,Lift-off noir
99,242,af74d49c737282a3ec92e17be0ea138b4043bdad1fc3af83610ffc80dc6af9dd.png,2003,Die01,GOOD
2211,1567,565a0f24deb8ab958ac051d93ce6b76bcbc558d299a8957f78d2bf1237b56a5f.png,2005,Die01,Missing
1644,6439,e132fda8123f4473a6aa6311e62deb4ff0b5336ef8218e958df7b50003d825a3.png,2005,Die02,GOOD
1799,8090,581585b4b55fe6804ac1ca1e3cd6cd85d79218fb816e016320fe893d0914204c.png,2005,Die04,GOOD
1649,6467,eb27f0cbe6cedd0e908e9d69ebd4e3af642ac007774bdd42979a86d75029161b.png,2005,Die02,GOOD
296,955,bde1666e5fe9ea6cecabfdbed51abe7102a0a2886776e3f9224aba276f91a440.png,2003,Die03,GOOD
1939,4632,b835f38d59b7d0a9a9475ebfb08709fb5de7e8a17ad977eb82cbe25b99970caa.png,2003,Die02,Missing
1949,1731,d37a9008e8204967d12826af46001f09eb74a901e78edb8daa785df82de5051a.png,2005,Die01,Missing
870,2612,666a042e28fd00a8b6ff0afe1443bd23c56a9479fd9da0b5f50aca9cac2da390.png,2005,Die04,GOOD
809,2507,2ab61e85cea0c4d96efe92a1e226adf0447796e3c2f7520240867aba6cb31b75.png,2005,Die04,GOOD
1699,6951,79b7097124ffb9352c1bb5897ce2a26e98e75bb42b1718feb85cc40709ad612b.png,2005,Die04,GOOD
2175,6481,f41ad26801d29d5ea894abfa94d43c35c62426403b55fc47777e8d229cec2e11.png,2005,Die02,Missing
2159,7921,23c1fb659a11fed52bfcb547a3a45df48a8eb8c5c63146359be308988c7cc758.png,2005,Die01,Missing
974,2815,e79fcb7a89481396b079998f98576748361743cfa1f7e61f3f16be9eb3e8dbb3.png,2005,Die04,GOOD
1040,2999,82ebac3a34a8317284b7bcfafa30b6c802a501c141310d3be8c710e2e094e677.png,2003,Die01,GOOD
733,2162,f1ca04c7103706316c38efa3f5fed316adb695b674db6576bb6ed7bc725ed356.png,2005,Die02,GOOD
2230,721,fc1c3bf9c432c5dc445970764fe09d4978e359f34389d4f323e50fe45e0c8e19.png,2003,Die02,Missing
1235,3902,2c06c197be461fcf93e4528e34cd453f2843a2177351746e90e7c669c40dcf74.png,2005,Die02,GOOD
1386,4540,72c193c8f184dbd82554ba2b7211a822b946e1f10d2b2cb0a9c6a7db8fb50899.png,2003,Die02,GOOD
1011,2904,2cea847ad691af20fb92d7e2bd7238896fe771a5d752d0b920158f810995a472.png,2003,Die01,GOOD
1014,2908,2f85b5b2ac24b4234a5fcbd70dd97fd1bb0d57e9e85662e8ce674ce29cfacd12.png,2003,Die01,Short circuit MOS
1406,4662,c7bc0371a02f13f317f23b59344149b2d58d60586e31d33956afc89c6d09c228.png,2003,Die02,GOOD
1245,3953,6c3970339684a71ab1485b35d9dc5167328016b79a511f9c36d1f6e3ee1e637b.png,2005,Die02,GOOD
459,1376,fa2a67abff8f00ae37fded5d336f0b0333500db8157fba5891dc6d3565608739.png,2003,Die04,GOOD
2276,6307,8f741813cc1d09d643ec306ec0f687f6c0f07138c5665dba8388a1a80b81615f.png,2005,Die02,Missing
1831,3100,f9435e361705c0c9366870e5ccb5ffc16b876dbaf3143d2b2186455a2dc79c3f.png,2003,Die01,Missing
1274,4053,e1d7896ee58d0c2a7e1a8648b86520b211e1b7b327045bfe01eae7e665d970dd.png,2005,Die02,GOOD
1292,4116,3904b8160a58fae6e9bd707314005d2ae7368427e4f86b15d5c2e7cedf66db5a.png,2005,Die03,Lift-off blanc
216,598,99ae2562b7cb394c1670f541d1a371c2a71da744c583deee244f295f46f82678.png,2003,Die02,GOOD
1498,5699,0de9074055ac6c82843b6fb3aa2efbd9ff15fdc04e9d36daa546514d7e343218.png,2003,Die02,Lift-off blanc
1733,7456,863d22f21bdbb563453f6ea9bcf864746ad6226f0f41eaf8ea867ec2aecfd131.png,2003,Die01,GOOD
1899,5807,2ee69cd8dd26d3ad01cdd72b23e6f1791ee31d2902f710415c7b4b0ca913d901.png,2005,Die01,Missing
675,2013,8a174821e88dbf1b529c5c05686ab6002269b3877a59a2750fe485b477c93943.png,2005,Die02,GOOD
1183,3632,bf512d04bc3572634756d42555ef03e4b2fb1475d0a51c5e04e4bfec034b7b3b.png,2003,Die04,GOOD
1469,5390,2297bcadcd3275187acc7b30b0709d41c84a51a8868717631467f6ee5da1f799.png,2003,Die01,GOOD
108,261,b9f54cfef0f6ee16e96eb54e8b8f04c566625b1dfb677175583f8b09936ead8b.png,2003,Die01,GOOD
2182,727,0089046564b451f7dd94cc8ad45f842ddc4f243dfd5dd63983bb6f8b83a38be8.png,2003,Die03,Missing
2092,5329,f647c64c05b8c32b6809e1426865a7a8c9f58c42c0695107ef7df8c3933861ab.png,2003,Die04,Missing
321,1050,11041eb2400cfeac91b28380777e54a31be87a55ae7391233b406e06607e3256.png,2003,Die04,Lift-off blanc
1141,3415,a00909537e49ba7bc92058d2591fbe3882116f22f69ff47f6d1814603f7e8889.png,2003,Die03,GOOD
670,1998,825e68517678aa5933f9acb13dcd24e098befe14dcb6588c561ce90a1735b74d.png,2005,Die02,Lift-off noir
2282,4657,c63eb9dd055d3565cfae6f067961991c1c36abc48558bbaf2fb7a0590f732430.png,2003,Die02,Missing
1298,4143,54deb80961561eaa44f70156528df3e64a3cbe3fc0c7f42577103cfad79addd4.png,2005,Die03,GOOD
368,1169,658503d0a0428e588731c33c1887481c50af03a2e948b16e40ca96aef0286001.png,2003,Die04,Lift-off blanc
1839,1822,0ab6403100d5c14e72ed35edb13c5137e474e214024ed021debccc99754d5814.png,2005,Die02,Missing
798,2493,1eb69622cdc0675c62468a1aca63602875317e2bff306cea57f98654fcc0c4ef.png,2005,Die04,GOOD
2014,6815,fa363945db9d7ebc0c4dbdd29f3f6c7178bfe31b2e35dee2f3d42f6efa41fcad.png,2005,Die03,Missing
1480,5543,91932fd4a462530bfb7f1c4ef2de7a84241bebef2f4078487c9f454eccb7c92b.png,2003,Die01,GOOD
725,2142,e71c20dc687d5f628c59969be6c768ea4cd1dcc1f32f9f8fdeae9e5a15207b3f.png,2005,Die02,GOOD
1876,7080,ed8b8ea50ea218475c9abc266f48c590588ea9ce946e626781ff4b9f5229e1d3.png,2005,Die04,Missing
337,1094,327bd7d763553b137a754a1fad1ac52ba2f5567b4bec415b0ef11eec68133c45.png,2003,Die04,Lift-off blanc
1319,4209,a06620b2bc6ec1f2c0b2f0064185817dfabb693a1fe2ac835e0ed0e64e318453.png,2005,Die03,Short circuit MOS
1619,6363,b639cf49857bd9c1db521eb79b407e2ab9142a6d6981fd5c221734f41ddaae40.png,2005,Die02,GOOD
1441,5174,74455d3714e1b3231039f2d4de6612e5604c00e138256d79052a6f376868f0a7.png,2003,Die04,GOOD
389,1214,80a4bfd23575727de6a76f67cbea776c4e3fff62a5fff90f9b4c0f251214be47.png,2003,Die04,GOOD
801,2496,224ea008570689a4ccd8e10758e4d342bd81b00f905e974a5905f6d27dc69da6.png,2005,Die04,GOOD
118,279,c5b7eafbb2b6a518b22493590333afc850251c887147626cfe2995d49d48dca0.png,2003,Die01,GOOD
1105,3276,f5910034a2de7d78e6814bb0653dd12e5f22875d7f4cdf6f6d42ddb0c60c2591.png,2003,Die02,GOOD
2017,778,2e432e4bc1b21253f588be1b5457c924f012e3d843d456f4988a4451e98588e1.png,2003,Die03,Missing
268,797,3a1f5aa204123c8e92cceb7def5c539e976b6d087bb03bd8a9590e9a8d078823.png,2003,Die03,Lift-off blanc
1377,4490,4c83f372ea314638103d2bd6759910ce29a0f3bd7d031d2aba9b54df45185c86.png,2003,Die02,Lift-off blanc
308,1014,fc02725a94ff66efc3234d07e2bc8147514a4844e36f39f5f4793af16994f0bb.png,2003,Die03,Lift-off blanc
1375,4479,451fa945cb4977988c64f4a071b1e558b90b2593b63aade85e89d892f6ba2892.png,2003,Die02,Lift-off noir
1662,6546,294de9dfd81a6ef66513ee0d49d155a4a5871cc453990f723085aba6eb2aae15.png,2005,Die03,Lift-off blanc
263,757,16ca2272ce2efc3ef01b903f5b97b3922e03d08efb0f968e72ff07c3ffb08649.png,2003,Die03,Lift-off noir
879,2635,7101134691fedc6ec6614c9d4be1ccddb7a9fe8bf79fd58896aa6d613e04b34a.png,2005,Die04,GOOD
988,2840,f51833e43f7ebe3bf57e125f834e75b76ac830a8309bf62f66d6a358b6ed1336.png,2005,Die04,GOOD
831,2541,401e97d8de2ee340de0dc33931c399e9534cfbe52928e19d171b779ed851ec0b.png,2005,Die04,GOOD
1698,6935,6e58c6834b98a024b79af3583cfa8a2e49ab2f2ed52cb3fd94ac6260dcb28d7d.png,2005,Die04,GOOD
2168,499,5ee1160c2a32a694e2dd9171ab4ca9e729095191d0a8eac89fd1a126e60a2b37.png,2003,Die02,Missing
607,1840,1e034111dd270a1f5041d06bc458ff7961c07ec001969469a4d13ee7cba06e67.png,2005,Die02,Lift-off blanc
2104,4845,5bc816f35f4fc558e09956b9537d6395acc96ccb2253f676c28d8cf5f76d7649.png,2003,Die03,Missing
504,1490,244ae925a4dd65af75205f2268855d85d0ce5202f1b75f24048e543212ca6bdc.png,2005,Die01,GOOD
481,1425,110fc8f752112c4bc2b56654ea4920eee4779128490bd0410b77bf66f2f0b03c.png,2003,Die01,GOOD
141,345,ea23e18dcfed3b7ddc8ca0ac2af6f281fbe956912641395090e1a350e605da35.png,2003,Die01,GOOD
1364,4427,d75717a0d251e5a3826a3fd0def3ef13dabfc5f6d4557b1b4d956a8ef085e002.png,2005,Die04,Short circuit MOS
2247,2426,f4147b96451d2c1e5f3345f12cc0263e69f09b690b8d8ef3baab448591e825b2.png,2005,Die03,Missing
1185,3638,c8705fc6b3d666714755e535cac79164de705691e27c52b324c23a9bbc6b4dba.png,2003,Die04,Short circuit MOS
1962,5366,1009b52ea3f0fefb53d482ddf522b87e0608fa8e11804671e9a16aee1c8ce301.png,2003,Die01,Missing
737,2170,f3a53981a84a50c1b9e3e7c8fb2ad13adedde250089c14f3206b5760702012bc.png,2005,Die02,GOOD
1951,7932,d7df7140cd2a94e5855365ef868912963c16f5f258d860a547597670f60c67cb.png,2005,Die01,Missing
818,2519,33d262a8fab5f4d1461fc8b76d52590e939d7108ce127715288cab8666e50ec7.png,2005,Die04,GOOD
335,1090,2f035dca0e9591818c3ae83a763a777853e7b42f0b8c8a56491f41a46213180e.png,2003,Die04,Lift-off blanc
48,116,5ce20d67c1dc3849fe122b27f0487276691b90e1bedc7ce19ccaae415496e6f3.png,2003,Die01,GOOD
1886,3939,57acc42d491b086953198ac976fcaa56069dbb241cf5da9ed83e79961279f1eb.png,2005,Die02,Missing
2259,5850,4d2aa38f49c1cd8b3bce6cb86cc308fc950aeb7bfd3c7e85a16453bb30630158.png,2005,Die01,Missing
1197,3686,077a9b6753fd031efd9b18ca03e3d52b1c267735d95cc8c07aea0e9ebbde7650.png,2005,Die01,GOOD
195,507,63f15946403eda89a937a3e96dc24d032cbffb144524cce0defddd7e3ac0213a.png,2003,Die02,Lift-off noir
1848,55,382575bbad250ef93338fc02283d760b87b282a1741e2ea99358c2628224b816.png,2003,Die01,Missing
488,1442,02ee2bfecf1ca9570361864386810d572cbd98f076bc070743895396f7f70704.png,2005,Die01,Lift-off blanc
1247,3960,6fe63ec6ced24b5a35f6e99906c0e6f06f6d9c66d3f5258b915f33be346884b8.png,2005,Die02,GOOD
54,133,68ddead01140c9a75807a75a6f5e755daa5740b05abce3776a47c01a83c07ffa.png,2003,Die01,GOOD
959,2791,d818dbfbcb914ac2f606952c9e1be2738895bbd90b83fc31f930a2e621945afb.png,2005,Die04,GOOD
516,1531,3e53d98934c0747b7e10a681fe18351620acf8040687e9d2c2bef3457196d67a.png,2005,Die01,GOOD
101,245,b184ccfa88339a3b4dc2ee3d1d8c4ddfd412d3550550d8be6e01d87491e79498.png,2003,Die01,GOOD
1264,4016,b9893edcf6be01f3e0b1ad9f962821bcb091534539b36a6f4476d9d961fe9dfe.png,2005,Die02,GOOD
1389,4565,84375e345c2e713a190ab18cd3db14541a2c21e3f710e932ef200e90e3ecd688.png,2003,Die02,GOOD
378,1200,799a4d0e55eab002f0104b1e4a5a032a03acdfbef283579a198840df564e458d.png,2003,Die04,Lift-off blanc
869,2608,63d9b0e05e017aaa890aba1b050d65b7ec9a922e3b2794ab03f19a2cf2cf3ab3.png,2005,Die04,GOOD
924,2718,af7b6ed2569d11d8201573f9e55560a191ae407ca3f8a3d7417745e0b51e544c.png,2005,Die04,GOOD
1239,3928,4fbf84de83560bfd370a6963b2e61ab1c5d45a485a4bd4ba3046ffab39c8bccf.png,2005,Die02,GOOD
1125,3343,40b041c649271a8b9f4608be6ad7a30d064e0adac5d5b31508a76d644b55f7b5.png,2003,Die03,Lift-off blanc
387,1212,8025090b82dbeb5e9b67e874d4bb62f86b566aa7fbc8e7241c5efc54a4630f98.png,2003,Die04,GOOD
85,208,96755745046a8f2e490a1463cdd29112b6c9a77fa4ea827024368b2cf4da9968.png,2003,Die01,GOOD
937,2742,b8149950804a1efc17f80cf4003c4f0c9216fd56a043bc5e94e2d7407ad5708a.png,2005,Die04,GOOD
70,168,80d57df3798391502e1cbf7f23a6e129e6f61f2f014889d1e669e7c4ecfd13c1.png,2003,Die01,GOOD
15,39,2ba9d099cd89455b23f256b7bebdc03e300e028cca00fb739c201d989803a24f.png,2003,Die01,GOOD
1148,3468,e87f844203e38544915ebf6bbc95f262f822174b764ad1faea556b526a6a23aa.png,2003,Die03,Lift-off noir
253,707,f1c2a175fe6d96f68af2fc16355a0268293f782656f032117d67443277e91c38.png,2003,Die02,Lift-off noir
2016,1778,f5399c17d053ad4312dab0797826182028ca142a48009efe6b86dceab6eaa8d2.png,2005,Die01,Missing
1307,4180,7cfca2f6370d82854b27d1761b5f850e2979381329bf108a9b609513717e6f28.png,2005,Die03,GOOD
419,1274,ad03e4c8e2141f40657a7676ec6499f73dc2529725105ce2e58dec45280ccf7c.png,2003,Die04,Lift-off blanc
131,320,e0053274e5f9da1d0deb718e13ea346cf54f1a3a69b3c86ccb9c945967624c95.png,2003,Die01,GOOD
74,174,8671d593116e21fce95dc5530f71462971ed2a21a9d4b5e6dfb02b679217a3ed.png,2003,Die01,GOOD
1859,5852,4db4f17a0a1e56b10330b3611252b13a52fa097e397da3c27391b626beb39ace.png,2005,Die01,Missing
2197,6695,9d62e1eadce77b75bf2d6d5727647a6f9bb34e6a2ee51d999c3de3b8606761d7.png,2005,Die03,Missing
105,252,b58e87c5cbf16606193e96328c0beb7a9a8d97d74281b80e46c03f96ae74b639.png,2003,Die01,GOOD
2087,63,3cf0aa90afb3d70abb2406660ef6258482bbb31bc57139079304d9ecf259d256.png,2003,Die01,Missing
2186,7739,c17ecf8fc54b4a19c669a5a16e6e05fd8013e59cb34c9ed97358a2161a8835d7.png,2005,Die03,Missing
1612,6341,a77322d964976d658b7d718b4f4e1170dcc89c7e691e71a159fa7ae16a0fcb08.png,2005,Die02,GOOD
1976,5282,cd5c0bc3f2a243e87a48b74ab64d06c0ce484dd58b74809d696d8b9445c1db13.png,2003,Die04,Missing
78,190,8dff70b686483426a367eddf975e97b75fc3bc08150e9d008e775b53813829d9.png,2003,Die01,GOOD
1543,6122,1cacc7f14620a2378a438d888e1a5c4750b8184893a808c1d832d4c2c8b64e0d.png,2005,Die02,GOOD
1452,5238,ad26d48559ca2486e50ded295d69645034afaf7c846860751bed63028e17f758.png,2003,Die04,GOOD
402,1249,9fcc8c0a175436c21745b7ce310face1e8bf0639c0845a4c08e0dd968b2adb0c.png,2003,Die04,Lift-off blanc
1363,4426,d6688ecace5914040708c704b9bb061beab1d3a3d0256e1e39aab47eb790a49d.png,2005,Die04,Lift-off blanc
709,2108,cf71627595bb390385ac04ca267cfa9f96aa5e90890a7fa11534ccc6a739fee1.png,2005,Die02,GOOD
1296,4136,4b88cac415432dd3673271fd38b6bb638cf6612f1539390f424e2dbd968465a2.png,2005,Die03,Short circuit MOS
1516,5824,3abf52dbb2c72c34828230b8fa01ea47ebe7543865565f03f45871572140fabc.png,2005,Die01,GOOD
1006,2880,14b38023ed2a885dd033263b39c3c962f447291d2baab593461ffff77c4e7963.png,2003,Die01,Short circuit MOS
728,2151,eb912601282b80e1dd1d6dd476a2819200099ee478bfce0ae358ac838707fdfc.png,2005,Die02,GOOD
2080,2016,8d8c57594f82a3cf784b532844ea848c6effa8ff17653649757dc0862555e828.png,2005,Die02,Missing
1362,4425,d5f996000d32301931b8ad9c495ef4d4948d7f31b90c0bbabc4a91bda1872959.png,2005,Die04,Short circuit MOS
1211,3742,4f91e02df7a43f7f3c966626f0b2bd90d7892a51d94c1163dd64e600cb6186b9.png,2005,Die01,GOOD
1609,6331,a236668a43642535aa69bf9e00e3b10953d799487f53d12f02b6a19909460681.png,2005,Die02,GOOD
1067,3074,dccc0b98d98427038feab05d1c1ff7e648d0078bf7cba7d72434810c5b3cc12c.png,2003,Die01,Short circuit MOS
1327,4240,c6f6264ef47f3ecb010caa934af58239e18c9403c1e12a8c6aa67a52f60e9dff.png,2005,Die03,Short circuit MOS
132,324,e08f7c94021f8e304e102f0e7a18204fcb61c84d0ff00e69a7f29e01e771b890.png,2003,Die01,GOOD
1463,5353,07dee9151a37a8f90b15ae323a3bd70ab41e91694b3ac546da852a9dbf112b66.png,2003,Die01,GOOD
1974,2253,51d41abd961be52cb25dfcaea1452473280359d266a2ed42356add4441933d6a.png,2005,Die03,Missing
2237,1513,31892b8288d63bd69d32b7d21a06ee87e0d5034c1b953d1e77d0096d1d478ec4.png,2005,Die01,Missing
557,1678,af64e603699a685fc8963327ade11a0fde8c1e383a01903cc4cd1ca35baf9908.png,2005,Die01,Lift-off noir
1142,3416,a179fa2f0665645598b981281471dd5b69cce29a30cb8a23b2ff797f5d266557.png,2003,Die03,Lift-off blanc
1697,6906,4fa3327764a5f40ac57fb1b6a221946ac8fa591008478f669d867c99d8b172ab.png,2005,Die04,GOOD
1506,5734,259bd4d6ed033668d3fce1bc8887be129202b4a18fd10a867123f3173e137bd4.png,2003,Die02,GOOD
157,389,0c9a7a32aea34339e9ec1a6b56f8e21283f5112f540e513a7c8b5e8697f5351e.png,2003,Die02,GOOD
1994,7846,ce1cf71b1ce290293be93a605036fda142e1e497f7f142fb7d63e97a599cc34e.png,2003,Die01,Missing
1760,7824,6a78c72465eccb05056df529787b577cc460f996318cfc99dd917ed7143d9036.png,2003,Die01,GOOD
992,2854,fb3b5567585209f726f89112b78c49c96b9f769d71900e56d2087f6e2f0d8765.png,2005,Die04,GOOD
722,2135,e202abf7d4678951e809f849050a0ddc1a591dd92bf9232dc135577f801a4991.png,2005,Die02,GOOD
760,2295,7a09e6d52ed861d6a2835627115448b602eaa141a93599f50ba8abc9aa8d076d.png,2005,Die03,Lift-off noir
2124,6548,29a99bc1db887d3de076865fd6c1e786304fac903a777621cc0376bbec6546ec.png,2005,Die03,Missing
846,2571,518e180426eeefdd25bce40ee8f88b674965eb90b61caed5dadb0b3c14eaf2d9.png,2005,Die04,GOOD
2094,1779,f61569dea72ce589dd42dc406dfa2485caa93ed2b8526b16ffac4d8b2a413965.png,2005,Die01,Missing
2269,7006,aafae5cdb64b9c48579d2b9c360e9b6fa4c10086331d23404f3f07bb56473e14.png,2005,Die04,Missing
681,2035,996950fd4fdd20007597ca65bacac596a024cc6a21fc5c8d38303d6c88c119b0.png,2005,Die02,GOOD
1521,5900,72804aadaf862e7ed803d4434e1cbd1bfbf3c837d9e3ee5d2e7e76fda44aadcb.png,2005,Die01,GOOD
2097,2435,f8ceb2d7d390ac39fd98e2093af28c4a8a7aba2aaa300f5718303b96c8214292.png,2005,Die03,Missing
1882,3821,b899fe4182423404e63b3c59307cbd85676aba3114efae33e4ac5a4c366d94c2.png,2005,Die01,Missing
1936,1987,7b11f644e34e2964ee757162c9d4632e195f07993ddb0e05a8c6bb61f980abe3.png,2005,Die02,Missing
1272,4050,dc8ba586519fb91d5a5de90d7fb62ce12b9badb0a482fdd217d558914d7c5684.png,2005,Die02,Lift-off blanc
574,1735,d6271c16e135498e2edaaa52fde8e7d8a3e0563edf95f07c89535dc7626d3ab1.png,2005,Die01,GOOD
239,662,d149333d91465ba5a7fcfd46b82612b810b3e485a42ffb20d53a73bd86df3a63.png,2003,Die02,Lift-off blanc
190,497,5ebcaf7965a15f1464bb7a6418c3ddf1678efb77fccc939188e3b30d1601919b.png,2003,Die02,GOOD
837,2553,48eb297eba299a9d2c82c59fed2b866b2aca24b36a7fa43be72c8708eecd3018.png,2005,Die04,GOOD
1468,5384,19ed8706caa826f19b2f2cabf3365c09082f22a15b176b57057516e0126d0feb.png,2003,Die01,GOOD
510,1507,2e30d97b3952b5c22b56de274196f50f7bc5c2e3ac1750878765b17c172100f6.png,2005,Die01,GOOD
1291,4113,367bb16ece39a16e8a536b9f6965c51c17f7be8395a160dfe8c7e0e6d62ec07e.png,2005,Die03,Lift-off blanc
1165,3520,274c4cd2b4d0fa081c26045dd8c618e6c991abba3899c8945c255a0dcc51ef18.png,2003,Die04,Lift-off blanc
2188,6591,4b4ffd7510217ed102c96c3fd02300d26e38d50ff4775aaf48a952e25a625ac1.png,2005,Die03,Missing
2225,6199,4f81e44c34d6d407e6d3a7e7c41555d83bea317c9d6e61010809ae4e3cd8ef7b.png,2005,Die02,Missing
181,464,44afb94e307bd73b326f996f1f4cb5d4f774c2e9490cb1581310ff801e184324.png,2003,Die02,GOOD
1093,3184,6fb0dd839ee8d245bc878a19629a72ee08447daabb0849b9a3a589e724db2903.png,2003,Die02,GOOD
1381,4502,536e3c6c37a90fc5dbf148986263488992b8a82edb4f4d88a7f280bb074c9792.png,2003,Die02,GOOD
2118,7761,0d7cc8b72eba3351d5e84ef027626321fff8cff784e70b72cd7c6118955d5417.png,2005,Die04,Missing
